Gender,Senior Citizen,Marital Status,Dependents,tenure in months,Priority Account,Credit Cards,Loan Account,Netbanking,Debit Card,MobileApp,TechSupport Availed,Zero Balance Account,FDs,Interest Deposited,Paperless Banking,Monthly Average Balance (USD),Yearly Average Balance (USD),Churn,Customer Feedback,Category,Recommendation
1,0,1,1.0,65.0,1.0,1.0,-1.0,0.0,1,1,1.0,1.0,1.0,0,1.0,84.2,5324.5,0.0,Can I increase my Credit Card limit?,0.0,
0,0,1,0.0,54.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,114.65,6049.5,0.0,The Savings Account minimum balance requirement is very low.,3.0,
1,1,0,0.0,65.0,1.0,1.0,-1.0,1.0,0,1,1.0,1.0,1.0,0,1.0,110.35,7246.15,0.0,The process of changing my Debit Card PIN was very simple.,4.0,
1,0,1,0.0,61.0,1.0,0.0,-1.0,1.0,1,0,1.0,1.0,1.0,0,1.0,81.05,4747.65,0.0,The branch staff are not helpful.,6.0,
1,0,1,0.0,1.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,44.7,44.7,1.0,The loan interest rate was increased without any prior notice.,2.0,
0,0,1,0.0,52.0,1.0,1.0,-1.0,0.0,1,1,0.0,1.0,1.0,2,1.0,105.05,5624.85,1.0,The branch is not accessible for disabled customers.,6.0,
0,0,0,0.0,26.0,1.0,1.0,-1.0,0.0,0,1,0.0,0.0,0.0,2,1.0,80.7,2193,0.0,There are too many hidden fees in my Savings Account.,3.0,
1,0,1,0.0,14.0,1.0,0.0,-1.0,0.0,1,1,1.0,1.0,1.0,0,0.0,81.95,1181.75,0.0,The Credit Card customer service is very responsive.,0.0,
1,0,0,0.0,22.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,2,1.0,24.85,493.4,0.0,The ATM fees are too high.,8.0,
1,1,1,0.0,50.0,1.0,1.0,-1.0,1.0,1,1,0.0,1.0,0.0,1,1.0,101.9,5265.5,0.0,The customer service for Savings Accounts is excellent.,3.0,
0,1,0,0.0,16.0,1.0,1.0,-1.0,1.0,0,0,0.0,0.0,0.0,2,1.0,54.1,889,0.0,The interest rate on my Credit Card is very reasonable.,11.0,
1,0,1,1.0,67.0,1.0,0.0,-1.0,1.0,1,1,0.0,1.0,1.0,0,0.0,81.35,5398.6,0.0,Can I get a Credit Card statement by email?,11.0,
1,0,0,1.0,61.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,19.75,1124.2,0.0,What is the interest rate for an Education Loan?,2.0,
0,1,0,0.0,4.0,1.0,0.0,-1.0,0.0,0,0,0.0,1.0,0.0,2,1.0,78.85,292.8,1.0,The bank's online customer service chat is not helpful.,9.0,
1,1,0,0.0,2.0,1.0,0.0,-1.0,1.0,0,0,0.0,0.0,0.0,2,1.0,49.25,91.1,1.0,The bank's customer service is not helpful at all.,9.0,
0,1,0,0.0,49.0,1.0,1.0,-1.0,1.0,0,0,0.0,1.0,1.0,2,0.0,101.55,5070.4,0.0,The online banking interface is very user-friendly.,12.0,
1,0,1,1.0,37.0,1.0,1.0,-1.0,1.0,0,1,1.0,0.0,0.0,0,1.0,62.8,2278.75,0.0,The Debit Card issuance process is very slow.,4.0,
0,0,1,1.0,66.0,1.0,1.0,-1.0,1.0,1,1,0.0,0.0,0.0,2,1.0,67.45,4508.65,0.0,The Current Account management is very convenient.,1.0,
1,0,0,0.0,17.0,1.0,1.0,-1.0,0.0,0,1,1.0,0.0,0.0,1,0.0,86.75,1410.25,0.0,Can I use my Debit Card for recurring payments?,4.0,
0,0,0,0.0,61.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,0.0,89.65,5308.7,0.0,How do I set up automatic payments from my Current Account?,1.0,
1,0,1,1.0,31.0,1.0,1.0,-1.0,1.0,0,1,1.0,0.0,0.0,2,0.0,89.3,2823,0.0,The Savings Account interest rates are very competitive.,3.0,
1,1,1,0.0,57.0,1.0,1.0,-1.0,0.0,1,0,0.0,0.0,1.0,2,1.0,89.85,4925.35,0.0,The bank's website is very difficult to navigate.,9.0,
1,0,0,0.0,72.0,1.0,1.0,-1.0,0.0,1,1,0.0,1.0,1.0,0,1.0,100.9,7459.05,0.0,The Credit Card travel benefits are very good.,0.0,
1,0,1,0.0,72.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,19.3,1304.8,0.0,I am satisfied with the security features of online banking.,12.0,
0,0,0,0.0,43.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,25.7,1188.2,0.0,The mobile banking app does not support my device.,5.0,
0,0,1,1.0,0.0,1.0,0.0,-1.0,1.0,1,1,0.0,1.0,1.0,0,0.0,80.85, ,0.0,The Savings Account interest rates are very low compared to other banks.,3.0,
0,0,1,1.0,72.0,1.0,1.0,-1.0,1.0,1,0,0.0,1.0,1.0,1,1.0,104.15,7303.05,0.0,The branch does not have enough seating.,6.0,
0,0,0,0.0,5.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,1.0,20.5,104.3,0.0,The online banking interface is very user-friendly.,12.0,
1,0,1,1.0,16.0,1.0,0.0,-1.0,1.0,0,1,0.0,1.0,0.0,0,0.0,64.25,1024,0.0,The branch does not have enough staff.,6.0,
1,0,1,1.0,72.0,0.0,0.0,-1.0,1.0,1,1,1.0,0.0,0.0,0,0.0,45.25,3139.8,0.0,The Current Account management is very convenient.,1.0,
0,1,1,0.0,25.0,1.0,1.0,-1.0,1.0,0,0,1.0,1.0,0.0,2,1.0,69.5,1752.65,0.0,What is the eligibility for a Home Loan?,2.0,
1,1,1,0.0,21.0,1.0,0.0,-1.0,1.0,1,0,0.0,0.0,1.0,2,1.0,64.95,1339.8,0.0,The customer service for Debit Cards is very helpful.,4.0,
0,0,1,1.0,41.0,1.0,0.0,-1.0,1.0,0,0,1.0,1.0,1.0,1,1.0,74.7,3187.65,0.0,The customer support for Debit Card issues is very efficient.,4.0,
1,0,1,0.0,23.0,1.0,1.0,-1.0,0.0,1,1,0.0,0.0,0.0,2,0.0,84.25,1968.1,0.0,The bank's helpline is always available.,9.0,
0,0,1,1.0,30.0,1.0,0.0,-1.0,0.0,0,1,0.0,0.0,1.0,1,0.0,86.45,2538.05,0.0,The branch does not have enough staff.,6.0,
0,0,0,0.0,2.0,1.0,0.0,-1.0,0.0,0,0,0.0,1.0,1.0,2,1.0,90.4,168.2,1.0,The interest rates on my Savings Account are too low.,3.0,
1,0,0,0.0,72.0,1.0,1.0,-1.0,1.0,1,0,1.0,1.0,1.0,0,0.0,86.05,6309.65,0.0,Can I apply for a loan online?,2.0,
1,0,0,0.0,2.0,1.0,1.0,-1.0,0.0,0,0,0.0,1.0,0.0,2,1.0,85.65,181.5,1.0,The loan interest rates are too high.,2.0,
1,0,0,0.0,72.0,1.0,1.0,-1.0,0.0,1,1,1.0,1.0,1.0,0,0.0,109.2,7878.3,0.0,The Current Account balance alerts are very helpful.,1.0,
0,0,1,0.0,45.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,1,0.0,113.3,5032.25,0.0,My Debit Card was declined.,10.0,
0,0,0,0.0,7.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,69.85,515.45,0.0,How do I link my Savings Account to my mobile number?,3.0,
0,0,1,0.0,20.0,1.0,0.0,-1.0,1.0,1,0,1.0,1.0,0.0,2,1.0,96.55,1901.65,0.0,The online banking system is always down.,9.0,
1,0,0,0.0,4.0,1.0,0.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,0.0,49.25,208.45,0.0,The Current Account mobile app is very user-friendly.,1.0,
1,1,1,1.0,66.0,1.0,1.0,-1.0,0.0,1,1,1.0,1.0,1.0,1,1.0,108.45,7076.35,0.0,The interest rates on my Savings Account are very competitive.,3.0,
0,0,1,1.0,60.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,19.25,1103.25,0.0,How do I change my Current Account type?,1.0,
1,0,0,0.0,30.0,1.0,1.0,-1.0,1.0,1,0,0.0,0.0,1.0,2,1.0,94.3,2679.7,0.0,The process of opening a Savings Account was very smooth and quick.,3.0,
1,0,1,1.0,4.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,1.0,20.5,77.6,0.0,The process of getting a new Debit Card is very tedious.,4.0,
0,0,0,0.0,56.0,1.0,1.0,-1.0,0.0,1,0,1.0,1.0,1.0,2,1.0,105.45,5916.95,0.0,The loan disbursement process is very slow.,2.0,
0,0,0,0.0,3.0,1.0,0.0,-1.0,0.0,1,0,1.0,1.0,1.0,2,1.0,75.3,244.1,0.0,What is the process for closing my account?,9.0,
1,0,0,1.0,66.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,20.55,1357.1,0.0,How do I open a Current Account for my business?,1.0,
0,1,0,0.0,40.0,1.0,1.0,-1.0,0.0,0,1,1.0,1.0,1.0,1,1.0,103.75,4188.4,0.0,The loan prepayment charges are too high.,2.0,
0,0,0,0.0,31.0,1.0,0.0,-1.0,0.0,1,1,1.0,1.0,1.0,0,0.0,79.2,2497.2,0.0,The interest rate on my Credit Card is very reasonable.,11.0,
1,1,0,0.0,15.0,1.0,0.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,1.0,74.4,1074.3,1.0,The ATM network is very unreliable.,8.0,
0,0,1,1.0,72.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,1.0,115.8,8476.5,0.0,The loan officers are very knowledgeable and helpful.,2.0,
1,0,1,0.0,72.0,0.0,0.0,-1.0,1.0,1,1,0.0,0.0,0.0,0,0.0,42.1,2962,0.0,The loan repayment process is very confusing.,2.0,
1,0,0,0.0,7.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,19.25,112.3,1.0,The Credit Card billing process is confusing.,0.0,
0,0,1,1.0,56.0,1.0,1.0,-1.0,1.0,0,1,0.0,0.0,1.0,1,1.0,68.75,3808,0.0,The credit limit increase process is very quick.,11.0,
1,1,0,0.0,1.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,45.25,45.25,0.0,I am not satisfied with the customer support for Credit Card issues.,11.0,
1,0,0,0.0,41.0,1.0,0.0,-1.0,0.0,0,0,1.0,0.0,0.0,2,1.0,74.25,3089.1,0.0,How do I get a bank guarantee from my Current Account?,1.0,
0,0,1,1.0,33.0,1.0,0.0,-1.0,1.0,1,1,0.0,0.0,0.0,1,1.0,58.45,1955.4,0.0,I am satisfied with the easy fund transfer from my Current Account.,1.0,
0,0,1,1.0,22.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,25.25,555.4,0.0,The loan officers were not very knowledgeable.,2.0,
0,0,0,0.0,2.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,69.65,145.15,1.0,The mobile banking app crashes frequently.,5.0,
0,1,0,0.0,22.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1.0,20.05,417,0.0,The Savings Account customer service is very reliable.,3.0,
1,0,1,0.0,66.0,0.0,0.0,-1.0,1.0,1,1,1.0,1.0,0.0,0,1.0,56.6,3789.2,0.0,Can I increase the limit on my Credit Card?,11.0,
0,0,1,0.0,13.0,1.0,1.0,-1.0,1.0,1,0,1.0,1.0,0.0,2,1.0,76.2,981.45,0.0,The loan repayment terms are very flexible.,2.0,
1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,20.15,20.15,1.0,The Debit Card delivery is very delayed.,10.0,
0,0,0,0.0,60.0,1.0,1.0,-1.0,1.0,0,1,1.0,0.0,0.0,1,0.0,64.75,4039.5,0.0,The bank's fraud protection services are very effective.,9.0,
1,1,1,0.0,35.0,1.0,1.0,-1.0,0.0,0,1,0.0,1.0,1.0,2,1.0,100.8,3437.5,0.0,I am happy with the reward points on my Credit Card.,0.0,
1,0,0,0.0,10.0,1.0,0.0,-1.0,0.0,0,0,1.0,1.0,1.0,2,1.0,95.1,865.1,0.0,The mobile banking app does not have enough features.,5.0,
1,0,0,0.0,49.0,1.0,1.0,-1.0,0.0,1,1,0.0,1.0,1.0,2,1.0,103.7,5036.3,1.0,The Savings Account interest rates are too low.,3.0,
0,1,0,0.0,22.0,1.0,0.0,-1.0,1.0,0,1,1.0,0.0,1.0,2,1.0,69.75,1545.4,0.0,Can I get a Car Loan?,2.0,
0,1,0,0.0,15.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,74.45,1145.7,1.0,The loan processing time is too long.,2.0,
1,0,0,0.0,31.0,1.0,1.0,-1.0,0.0,0,0,1.0,0.0,0.0,1,0.0,81.7,2548.65,0.0,What is the loan application status check process?,2.0,
1,0,1,1.0,1.0,0.0,0.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,0.0,30.2,30.2,1.0,The loan documentation process is very complicated.,2.0,
1,0,1,1.0,59.0,1.0,1.0,-1.0,0.0,0,1,0.0,1.0,1.0,0,1.0,99.5,5861.75,0.0,Can I open multiple Current Accounts?,1.0,
1,0,1,1.0,72.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,1.0,114.05,8468.2,0.0,I am satisfied with the easy access to my Current Account.,1.0,
0,0,0,0.0,52.0,1.0,0.0,-1.0,1.0,0,1,1.0,0.0,0.0,1,0.0,57.95,3042.25,0.0,The process of changing my Debit Card PIN was very simple.,4.0,
0,0,0,0.0,12.0,1.0,1.0,-1.0,1.0,0,0,0.0,0.0,0.0,2,1.0,78.95,927.35,1.0,The loan documentation process is cumbersome.,2.0,
0,1,0,0.0,72.0,1.0,1.0,-1.0,0.0,1,1,1.0,1.0,1.0,0,0.0,111.65,7943.45,0.0,I had a hard time disputing a charge on my Credit Card.,11.0,
1,0,1,0.0,58.0,1.0,0.0,-1.0,0.0,0,1,0.0,0.0,0.0,1,0.0,50.3,2878.55,0.0,Can I get a Loan for home renovation?,2.0,
1,0,1,1.0,3.0,1.0,0.0,-1.0,1.0,1,0,0.0,1.0,0.0,2,0.0,89.85,248.4,0.0,How can I update my address in the bank records?,9.0,
0,0,1,0.0,40.0,1.0,1.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,0.0,56.6,2379.1,0.0,The Debit Card PIN reset process is very confusing.,10.0,
0,0,1,1.0,72.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,1.0,113.1,8248.5,0.0,The Savings Account minimum balance requirement is very low.,3.0,
0,0,1,0.0,47.0,1.0,1.0,-1.0,0.0,0,1,0.0,1.0,1.0,2,1.0,100.5,4707.1,0.0,I forgot my Debit Card PIN.,10.0,
0,0,0,0.0,2.0,1.0,0.0,-1.0,0.0,1,0,0.0,1.0,0.0,2,1.0,59.0,114.15,0.0,I need information on the minimum balance requirement for Current Accounts.,1.0,
0,1,0,0.0,43.0,1.0,1.0,-1.0,0.0,1,0,0.0,1.0,0.0,2,1.0,90.25,3838.75,0.0,The fixed deposit rates are not competitive.,7.0,
1,1,1,0.0,24.0,1.0,0.0,-1.0,0.0,0,1,0.0,1.0,1.0,2,1.0,93.15,2231.05,1.0,The branch does not have enough seating.,6.0,
0,0,1,0.0,27.0,1.0,0.0,-1.0,1.0,0,0,1.0,1.0,1.0,1,1.0,101.9,2681.15,0.0,The cashback offers on Credit Cards are very attractive.,11.0,
1,1,0,0.0,52.0,0.0,0.0,-1.0,0.0,1,0,0.0,1.0,1.0,2,1.0,49.15,2550.9,1.0,The loan prepayment charges are too high.,2.0,
1,0,1,0.0,18.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,73.15,1305.95,0.0,The loan documentation process is very cumbersome.,2.0,
0,0,1,1.0,10.0,1.0,1.0,-1.0,1.0,0,0,0.0,1.0,1.0,2,1.0,100.25,1064.65,1.0,The mobile banking app does not support multiple accounts.,5.0,
0,0,0,0.0,8.0,1.0,1.0,-1.0,0.0,0,1,0.0,1.0,1.0,2,1.0,99.65,820.5,1.0,The branch does not have enough seating.,6.0,
1,0,0,0.0,46.0,1.0,1.0,-1.0,0.0,1,1,0.0,1.0,0.0,1,1.0,94.9,4422.95,0.0,The loan processing time is too long.,2.0,
1,0,1,1.0,31.0,1.0,1.0,-1.0,1.0,0,1,0.0,1.0,0.0,1,0.0,98.05,3082.1,0.0,The Debit Card was delivered quickly.,10.0,
0,0,1,0.0,72.0,1.0,1.0,-1.0,0.0,1,1,1.0,1.0,1.0,1,1.0,108.5,8003.8,0.0,My Debit Card is not recognized by the ATM.,10.0,
1,0,0,1.0,62.0,1.0,0.0,-1.0,1.0,1,0,0.0,0.0,0.0,1,0.0,56.15,3487.95,0.0,The mobile banking app crashes frequently.,5.0,
1,1,1,1.0,60.0,1.0,1.0,-1.0,1.0,1,0,0.0,0.0,1.0,2,1.0,93.25,5774.55,0.0,My Current Account transactions are often delayed.,1.0,
0,0,1,1.0,70.0,1.0,0.0,-1.0,1.0,1,1,1.0,0.0,1.0,1,0.0,74.1,5222.3,0.0,The credit limit on my Credit Card is too low.,11.0,
1,0,0,0.0,5.0,1.0,0.0,-1.0,0.0,0,0,0.0,1.0,0.0,2,1.0,80.6,415.55,1.0,The Debit Card PIN reset process is very confusing.,10.0,
0,0,1,1.0,6.0,1.0,1.0,-1.0,0.0,0,0,1.0,0.0,0.0,2,1.0,80.5,502.85,1.0,The Debit Card delivery is very delayed.,10.0,
0,0,1,1.0,12.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,19.8,229.6,1.0,I faced several issues while transferring money from my Current Account.,1.0,
0,0,0,0.0,16.0,1.0,0.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,0.0,75.1,1212.85,0.0,The loan interest rates are too high.,2.0,
0,0,0,0.0,33.0,1.0,0.0,-1.0,0.0,1,0,1.0,0.0,0.0,1,1.0,79.95,2684.85,0.0,The online banking customer support is very helpful.,12.0,
0,0,0,0.0,24.0,1.0,1.0,-1.0,0.0,1,1,0.0,1.0,1.0,2,1.0,104.15,2494.65,0.0,Is there a penalty for withdrawing from my Savings Account early?,3.0,
0,0,1,1.0,69.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,19.75,1375.4,0.0,The branch has a very long wait time.,6.0,
1,0,0,0.0,1.0,1.0,0.0,-1.0,0.0,0,0,0.0,1.0,1.0,2,1.0,89.9,89.9,1.0,The Current Account maintenance charges are too high.,1.0,
1,0,1,1.0,11.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,19.65,225.75,0.0,The loan officers are very knowledgeable and helpful.,2.0,
0,1,1,0.0,29.0,0.0,0.0,-1.0,1.0,0,1,0.0,0.0,1.0,2,1.0,45.0,1228.65,0.0,I am happy with the prompt service from customer support.,,
1,0,0,0.0,26.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,19.8,457.3,0.0,The Credit Card cashback offers are very good.,0.0,
1,0,0,0.0,50.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24.9,1195.25,0.0,The Credit Card travel benefits are very good.,0.0,
1,0,1,0.0,64.0,1.0,0.0,-1.0,0.0,1,1,1.0,1.0,1.0,1,1.0,102.45,6654.1,0.0,The fixed deposit maturity process is very efficient.,7.0,
1,0,0,0.0,8.0,0.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,25.25,186.3,0.0,My Debit Card is not working at POS terminals.,10.0,
1,1,1,0.0,23.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,1.0,2,0.0,86.8,1975.85,0.0,The loan disbursement process is very slow.,2.0,
1,0,0,0.0,24.0,0.0,0.0,-1.0,1.0,0,0,0.0,1.0,1.0,1,1.0,50.6,1288.75,0.0,The bank's customer service is not helpful at all.,9.0,
0,0,0,0.0,15.0,1.0,0.0,-1.0,1.0,0,1,1.0,1.0,1.0,2,0.0,105.1,1582.75,1.0,The Debit Card PIN reset process is very confusing.,10.0,
1,1,0,0.0,1.0,1.0,0.0,-1.0,0.0,0,0,1.0,0.0,0.0,2,0.0,74.7,74.7,0.0,The Current Account balance alerts are very helpful.,1.0,
1,0,0,1.0,47.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,20.55,1013.05,0.0,The Current Account management is very convenient.,1.0,
1,0,0,0.0,11.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,70.2,760.05,0.0,What is the maximum tenure for a Personal Loan?,2.0,
1,0,0,0.0,17.0,1.0,0.0,-1.0,1.0,0,0,0.0,1.0,1.0,2,0.0,93.85,1625.65,1.0,The daily withdrawal limit on my Debit Card is too low.,4.0,
0,0,0,0.0,21.0,1.0,0.0,-1.0,0.0,1,1,1.0,1.0,1.0,1,1.0,104.55,2239.4,0.0,My Debit Card is not working internationally.,10.0,
1,1,1,0.0,7.0,1.0,1.0,-1.0,0.0,0,0,0.0,1.0,1.0,2,1.0,95.6,644.35,1.0,The mobile banking app does not support my device.,5.0,
1,0,0,0.0,51.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1.0,24.6,1266.4,0.0,The online banking transactions are very secure.,12.0,
1,0,0,0.0,2.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,24.85,62,0.0,I am pleased with the quick approval of my Loan.,2.0,
0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,19.9,19.9,1.0,The branch does not have enough staff.,6.0,
0,0,0,0.0,34.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,70.0,2416.1,1.0,The loan disbursement process is very slow.,2.0,
1,0,0,1.0,66.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,19.95,1269.1,0.0,The mobile banking app does not have enough features.,5.0,
0,0,1,1.0,72.0,1.0,1.0,-1.0,1.0,0,1,1.0,0.0,0.0,0,0.0,66.85,4758.8,0.0,The mobile app does not support my device.,5.0,
1,0,1,1.0,30.0,1.0,0.0,-1.0,0.0,1,1,0.0,0.0,0.0,2,0.0,82.05,2570.2,0.0,How do I get a cheque book for my Current Account?,1.0,
0,0,0,0.0,53.0,1.0,1.0,-1.0,0.0,1,1,0.0,1.0,1.0,0,0.0,105.55,5682.25,0.0,My Debit Card is not working for contactless payments.,10.0,
0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,25.4,25.4,0.0,The online banking customer support is very helpful.,12.0,
0,0,1,1.0,34.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24.95,894.3,0.0,I am happy with the complimentary insurance on my Credit Card.,0.0,
1,0,1,0.0,2.0,1.0,0.0,-1.0,0.0,1,0,1.0,0.0,1.0,2,1.0,64.2,143.65,0.0,I am satisfied with the easy account management for my Current Account.,1.0,
1,1,1,0.0,44.0,0.0,0.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,1.0,30.35,1359.7,1.0,The mobile banking app does not support my device.,5.0,
1,0,1,1.0,72.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,1.0,112.6,8126.65,0.0,The loan documentation process is very complicated.,2.0,
1,0,1,1.0,18.0,1.0,0.0,-1.0,0.0,0,1,0.0,1.0,1.0,2,0.0,95.15,1779.95,1.0,My Debit Card frequently gets declined at ATMs.,4.0,
1,0,1,0.0,71.0,1.0,1.0,-1.0,1.0,0,1,1.0,1.0,1.0,0,1.0,108.55,7616,0.0,The loan application process is too complicated.,2.0,
1,1,0,0.0,2.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,44.95,85.15,1.0,The loan disbursement process is very slow.,2.0,
1,0,0,0.0,14.0,0.0,0.0,-1.0,0.0,0,1,1.0,1.0,1.0,2,1.0,55.0,771.95,0.0,The minimum balance requirement for Current Accounts is too high.,1.0,
0,1,1,0.0,5.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,70.05,302.6,0.0,The fixed deposit maturity process is very efficient.,7.0,
1,1,1,0.0,72.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,1.0,116.05,8404.9,0.0,The customer service for Savings Accounts is very prompt.,3.0,
0,1,0,0.0,1.0,1.0,1.0,-1.0,0.0,0,0,0.0,1.0,0.0,2,1.0,85.7,85.7,1.0,The Debit Card PIN reset process is very confusing.,10.0,
0,0,0,0.0,10.0,1.0,0.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,0.0,51.2,498.25,0.0,The loan processing time is too long.,2.0,
1,0,1,0.0,72.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,20.7,1492.1,0.0,The ATM network is very reliable.,8.0,
1,0,0,0.0,42.0,1.0,1.0,-1.0,1.0,1,1,0.0,0.0,1.0,1,1.0,99.0,4298.45,0.0,The minimum balance requirement for Current Accounts is too high.,1.0,
1,0,0,0.0,54.0,1.0,1.0,-1.0,1.0,1,0,1.0,1.0,1.0,0,1.0,108.0,5760.65,0.0,How do I get a Savings Account statement by post?,3.0,
0,0,0,0.0,3.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,74.4,215.8,1.0,The branch is not accessible for disabled customers.,6.0,
0,0,1,0.0,72.0,1.0,1.0,-1.0,1.0,0,1,0.0,1.0,1.0,0,1.0,105.0,7589.8,0.0,Can I get a Loan for education?,2.0,
0,0,1,1.0,13.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,1.0,2,0.0,55.95,734.35,1.0,I am not satisfied with the customer support for Credit Card issues.,11.0,
0,0,0,0.0,23.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,75.6,1758.6,1.0,The branch is not accessible for disabled customers.,6.0,
1,0,1,0.0,36.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,20.85,720.05,0.0,My Debit Card PIN reset request was not processed correctly.,4.0,
1,0,0,0.0,1.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,45.6,45.6,0.0,My Debit Card frequently gets declined at ATMs.,4.0,
1,0,0,0.0,1.0,0.0,0.0,-1.0,0.0,0,0,0.0,0.0,1.0,2,1.0,35.45,35.45,1.0,The loan officers were not very knowledgeable.,2.0,
1,0,1,0.0,5.0,1.0,1.0,-1.0,0.0,1,0,1.0,0.0,0.0,2,1.0,85.4,401.1,1.0,The Debit Card activation process is very slow.,10.0,
1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,20.2,20.2,0.0,The Credit Card complimentary insurance is very good.,0.0,
1,0,1,1.0,28.0,1.0,0.0,-1.0,0.0,1,1,1.0,1.0,0.0,1,0.0,92.9,2768.35,0.0,The customer service representatives for Credit Cards are very polite.,11.0,
0,0,1,1.0,17.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,20.75,418.25,0.0,The process of updating my contact information was very slow.,9.0,
0,0,1,1.0,56.0,1.0,1.0,-1.0,0.0,0,1,0.0,1.0,1.0,1,1.0,99.8,5515.45,0.0,The loan prepayment charges are too high.,2.0,
0,0,0,0.0,72.0,1.0,1.0,-1.0,0.0,0,1,1.0,1.0,1.0,0,1.0,107.5,7853.7,0.0,My Debit Card is not working.,10.0,
0,0,1,1.0,10.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,1.0,2,0.0,85.95,858.6,0.0,How do I get a Savings Account statement by email?,3.0,
0,0,0,0.0,72.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,20.25,1566.9,0.0,The bank's customer service is very responsive.,9.0,
